Time,"name=""rskj-miner1""","name=""rskj-node1""","name=""rskj-node2"""
2026-03-08 12:44:01,146889.83138512465,84536.0504810179,26623.771594082966
2026-03-08 12:44:31,103823.13793103448,89443.3448275862,58294.41379310345
2026-03-08 12:45:01,49147.31434875543,57867.165414052266,31282.975936013238
2026-03-08 12:45:31,32068.137931034482,65377.24137931034,36521.137931034486
2026-03-08 12:46:01,30507.552244982413,46850.67935719705,35182.18497827436
2026-03-08 12:46:31,56081.379310344826,45541.96551724138,15051.172413793103
2026-03-08 12:47:01,45086.75562911624,32321.747525947383,20152.27061135823
2026-03-08 12:47:31,29491.793669402112,46441.2109509689,34581.71850217227
2026-03-08 12:48:01,62185.401006827116,47935.86649196607,23007.240879939316
2026-03-08 12:48:31,95087.99089749338,90392.54559873117,44689.79071130573
2026-03-08 12:49:01,71946.07082514395,70781.73166442536,31874.349160373775
2026-03-08 12:49:31,34878.65517241379,65447.93103448276,38418
2026-03-08 12:50:01,66116.16840798593,39273.1629943795,30850.79824833626
2026-03-08 12:50:31,118169.96551724138,65522.93103448276,25370.48275862069
2026-03-08 12:51:01,51155.989242121235,57801.97917385008,34669.85035514792
2026-03-08 12:51:31,35662.19571064065,89873.31908144266,36206.744362457765
2026-03-08 12:52:01,60157.51724137931,36260.06896551724,25345.55172413793
2026-03-08 12:52:31,64681,403.9310344827586,19626.068965517243
2026-03-08 12:53:01,72062.30604785877,45081.78746293359,60477.00158609751
2026-03-08 12:53:31,31963.27459567571,48913.479775164655,25042.76009517569
2026-03-08 12:54:01,53372.021654425705,39767.49077618013,20783.179890348605
2026-03-08 12:54:31,25062.896551724138,41135.55172413793,32414.03448275862
2026-03-08 12:55:01,52998.58610938685,31047.86537002552,19346.78253672667
2026-03-08 12:55:31,73528.32660942725,52632.21957863522,31553.911934071235
2026-03-08 12:56:01,63541.38216428719,46938.581971170424,27520.31174563763
2026-03-08 12:56:31,34186.33197710503,60808.35804427281,36228.949727604995
2026-03-08 12:57:01,95170.75273266438,54568.11834074686,37682.73507810075
2026-03-08 12:57:31,54822.64905686402,78344.87396117106,32620.745542949753
2026-03-08 12:58:01,28468.949346574253,50666.42529567945,33092.41060653081
2026-03-08 12:58:31,61139.65035688424,55189.57966966656,20700.527568014895
2026-03-08 12:59:01,78681.72413793103,79359.27586206897,37897.75862068965
2026-03-08 12:59:31,29534.42984724665,47444.501913727116,32978.69038998656
2026-03-08 13:00:01,104570.3644953274,56939.23928411324,22966.619538604777
2026-03-08 13:00:31,61417.925374163744,84028.72611904271,29555.245189323407
2026-03-08 13:01:01,56610.32556214651,76924.9206787143,48180.9559939302
2026-03-08 13:01:31,36749.465480377956,48533.79543416787,24447.513621629078
2026-03-08 13:02:01,44785.85719213521,76440.3587443946,41289.479130734726
2026-03-08 13:02:31,73880.7659134035,51895.8081766431,54106.848369846484
2026-03-08 13:03:01,70180.07517500603,38763.819442049724,25376.081933859783
2026-03-08 13:03:31,82345.80373767327,54092.683263223225,40489.55244465899
2026-03-08 13:04:01,24607.63553593599,48823.56187060285,29377.569319906193
2026-03-08 13:04:31,97465.1443551447,65553.27515435826,33913.21444586251
2026-03-08 13:05:01,35981.45147388381,68884.29581106706,32416.169625926563
2026-03-08 13:05:31,28249.49136177109,42054.27773371495,26003.103555295005
2026-03-08 13:06:01,52395.65517241379,23723.03448275862,15606.379310344828
2026-03-08 13:06:31,19687.344827586207,30994.41379310345,19268.51724137931
2026-03-08 13:07:01,51380.448275862065,42136.89655172414,13478.896551724138
2026-03-08 13:07:31,27787.606041795985,38748.53438168149,29127.767432236706
2026-03-08 13:08:01,30102.175187010926,10470.440208211245,18760.212347892033
2026-03-08 13:08:31,47809.454846384615,10453.26023240578,9746.077721457881
2026-03-08 13:09:01,68960.13930554119,63985.483259197965,36738.629702424056
2026-03-08 13:09:31,122861.62068965517,85322.93103448275,40932.41379310345
2026-03-08 13:10:01,50477.17398800083,83844.80380663402,51475.001724019035
2026-03-08 13:10:31,28995.896693217477,69030.86100479294,25226.095651874075
2026-03-08 13:11:01,45242.75024999138,53606.42736457364,19829.28174890521
2026-03-08 13:11:31,105352.08110624502,59530.39759991723,18337.253008724438
2026-03-08 13:12:01,59691.724137931036,80379.20689655172,42017.55172413793
2026-03-08 13:12:31,118872.43947858473,87721.5325194841,33941.85805917649
2026-03-08 13:13:01,46522.88009931376,84519.67309217558,39007.96579192385
2026-03-08 13:13:31,61845.610042071865,79924.58100558659,31924.029243396097
2026-03-08 13:14:01,75889.55172413793,79888.1724137931,36718.3448275862
2026-03-08 13:14:31,50002.55172413793,35660.41379310345,24315.379310344826
2026-03-08 13:15:01,29464.46429187213,43715.61088313389,26979.24066347115
2026-03-08 13:15:31,81586.79908959239,55428.788192289125,22511.035243809918
2026-03-08 13:16:01,32345.655172413793,56613.1724137931,28498.55172413793
2026-03-08 13:16:31,97358.02213716769,93447.43284714321,39199.51036171167
2026-03-08 13:17:01,41755.65517241379,57138.3448275862,29970.55172413793
2026-03-08 13:17:31,33846.45886490587,58585.269981380596,33354.94103854907
2026-03-08 13:18:01,81704.71789212305,74250.31038763968,33977.23823975721
2026-03-08 13:18:31,101403.26195648425,82146.96044963966,28524.878452467154
2026-03-08 13:19:01,51191.31034482759,52184.48275862069,24489
2026-03-08 13:19:31,38293.10344827586,69716.31034482758,26028.103448275862
2026-03-08 13:20:01,30888.1724137931,68118.27586206897,26857.793103448275
2026-03-08 13:20:31,124312.06896551725,83739.6551724138,37642.03448275862
2026-03-08 13:21:01,70219.60892506121,51495.982343001,30402.38645377108
2026-03-08 13:21:31,21898.96551724138,74489.4827586207,21901.068965517243
2026-03-08 13:22:01,98953.14013003182,82505.49868584867,37540.18536450408
2026-03-08 13:22:31,41161.78295642582,63368.96718146719,44926.29619415334
2026-03-08 13:23:01,134651.16038484083,81523.60426221593,32738.646160212418
2026-03-08 13:23:31,30159.315838477185,48995.41363495292,21208.593399772402
2026-03-08 13:24:01,83507.65464450727,74945.4520377905,33053.58251155093
2026-03-08 13:24:31,51607.07018451457,47811.174340403515,36104.12140024142
2026-03-08 13:25:01,24416.51724137931,57905.448275862065,26390.62068965517
2026-03-08 13:25:31,77608.6896551724,71871.20689655172,26789.41379310345
2026-03-08 13:26:01,30357.21921445567,56965.55053622538,28633.608055450182
2026-03-08 13:26:31,78595.78577094182,70635.47953236541,46105.45918543298
2026-03-08 13:27:01,26254.827586206895,53624.206896551725,27273.241379310344
2026-03-08 13:27:31,24985.691628740864,40819.3352641015,26804.337332781684
2026-03-08 13:28:01,122172.21992273732,91060.98233995585,31094.336368653425
2026-03-08 13:28:31,93188.30183473583,70345.25451786454,31978.031452614156
2026-03-08 13:29:01,62039.75999172384,72765.647091279,43708.955481223486
2026-03-08 13:29:31,123340.10344827586,98666.37931034483,35303.206896551725
2026-03-08 13:30:01,40588.24137931035,71815.13793103448,37035.06896551724
2026-03-08 13:30:31,37432.832218467694,53037.3077718778,36136.404385904425
2026-03-08 13:31:01,105602.08268680391,42183.75228440399,24844.143305403264
2026-03-08 13:31:31,73972,50390.58620689655,34514.1724137931
2026-03-08 13:32:01,64996.06896551724,102062.55172413793,33294.620689655174
2026-03-08 13:32:31,19399.531018310972,41931.82523535294,20902.686299527566
2026-03-08 13:33:01,59517.8275862069,38782.724137931036,22787.827586206895
2026-03-08 13:33:31,23722.852512155587,37821.028311321075,23503.189765164312
2026-03-08 13:34:01,72584.89330161684,36209.811424828484,23703.278518978175
2026-03-08 13:34:31,62874.987067627684,81537.7452839949,32339.79377176949
2026-03-08 13:35:01,79025.69054105313,86251.90523811165,43365.28845822269
2026-03-08 13:35:31,39405.8275862069,57358.1724137931,37895.68965517241
2026-03-08 13:36:01,11682.379310344828,22121.827586206895,11304.310344827585
2026-03-08 13:36:31,52402.9794130832,34310.56243318735,24752.819062726296
2026-03-08 13:37:01,78883.96951829246,77038.41246853556,35926.96803558498
2026-03-08 13:37:31,30527.275862068964,42881.31034482759,24849.379310344826
2026-03-08 13:38:01,127028.86206896552,73755.41379310345,38546.48275862069
2026-03-08 13:38:31,76185.3448275862,75669.4827586207,35576.41379310345
2026-03-08 13:39:01,14336.540119306232,15806.385986690115,14245.474293989864
2026-03-08 13:39:31,25713.246197882538,80757.63009966548,26465.186053729696
2026-03-08 13:40:01,113105.46093911605,88243.08763704062,39076.43246224919
2026-03-08 13:40:31,82570.12310769336,68540.32897686126,45988.79271699023
2026-03-08 13:41:01,82085.27586206897,60599.793103448275,32932.51724137931
2026-03-08 13:41:31,32314.28374465739,51618.192472080525,35819.90210947195
2026-03-08 13:42:01,110183.06509976908,62425.37133404555,48068.339249405515
2026-03-08 13:42:31,53670.8044550188,98148.37419399332,56447.98455225682
2026-03-08 13:43:01,99131.63430699728,94343.00100010345,28297.616994861535
2026-03-08 13:43:31,90981.79184771366,86235.15414856198,37795.1582867784
2026-03-08 13:44:01,89610.24721580527,97978.45050512017,37050.51201599835
2026-03-08 13:44:31,46304.31034482759,78679.37931034483,45021.448275862065
2026-03-08 13:45:01,19955.343287699572,37183.86840925548,21375.461222800783
2026-03-08 13:45:31,56376.63367702334,49957.99855167419,16546.742991137624
2026-03-08 13:46:01,53198.75840662183,34592.44697361614,29207.10467321952
2026-03-08 13:46:31,126848.72935416021,68643.52953346437,80006.4480535154
2026-03-08 13:47:01,153199.8275862069,121605.03448275862,67775.93103448275
2026-03-08 13:47:31,53070.38901917506,115160.88425989792,52329.700648365295
2026-03-08 13:48:01,99438.57955524909,91324.01310118944,29869.16048957076
2026-03-08 13:48:31,85408.91065209144,101869.85758129589,32690.541053139757
2026-03-08 13:49:01,48129.340367573524,67382.22819902761,26582.221302713697
2026-03-08 13:49:31,42374.13769315673,74690.22488962472,39134.86479028697
2026-03-08 13:50:01,70991.20901851277,63151.721998138375,25750.784293446406
2026-03-08 13:50:31,71807.68302355253,69853.85702955273,33497.67233352874
2026-03-08 13:51:01,17424.669816200556,28866.547122314558,15156.41918686851
2026-03-08 13:51:31,24744.931034482757,34935.03448275862,23006.655172413793
2026-03-08 13:52:01,110080.33928694573,67319.01248189781,26240.086890559272
2026-03-08 13:52:31,30150.729335494325,48297.28611331424,28488.189247905095
2026-03-08 13:53:01,34591.620689655174,46205.48275862069,34277.620689655174
2026-03-08 13:53:31,74717.81785578812,67384.46153315631,25066.79540673816
2026-03-08 13:54:01,66258.43161597353,60783.054003724406,29705.42796054901
2026-03-08 13:54:31,117607.27586206897,82158.79310344828,46671.55172413793
2026-03-08 13:55:01,84310.13793103448,77129.24137931035,33074.620689655174
2026-03-08 13:55:31,92856.11337149162,121493.72457071926,48382.663264602445
2026-03-08 13:56:01,81741.14685700492,85189.92448536256,42593.11747870762
2026-03-08 13:56:31,35705.73832678115,56016.31146975653,38711.84219601352
2026-03-08 13:57:01,101443.89655172413,57233.724137931036,24571.96551724138
2026-03-08 13:57:31,68423.64990689013,53115.35278295055,18580.074487895716
2026-03-08 13:58:01,30928.980408388517,47420.253863134654,30861.927428256065
2026-03-08 13:58:31,91775.72413793103,66481.96551724138,48034.06896551724
2026-03-08 13:59:01,90131.6161511672,64586.324609496216,31509.120375159473
2026-03-08 13:59:31,96327.74731905798,104532.08510051378,44325.7129064515
2026-03-08 14:00:01,86563.65078270464,77031.82539135232,40512.516378180815
2026-03-08 14:00:31,36960.99731015933,82271.53596799781,37650.148286088704
2026-03-08 14:01:01,71152.27061135824,52823.66125306024,31767.66318402814
2026-03-08 14:01:31,62353.024249104434,32616.182143841277,20684.83053182695
2026-03-08 14:02:01,59819.479400103424,44892.915014652644,25824.685399069123
2026-03-08 14:02:31,37472.983690217574,42548.18799351746,17188.027999034515
2026-03-08 14:03:01,52360.60825488777,44062.06682528189,26518.94762249578
2026-03-08 14:03:31,58015.379310344826,56916.724137931036,23234.103448275862
2026-03-08 14:04:01,45144.3448275862,52065.620689655174,29031.275862068964
2026-03-08 14:04:31,92865.6598048343,87046.239784835,40475.052584393634
2026-03-08 14:05:01,79795.96551724138,158655.3448275862,55673.275862068964
2026-03-08 14:05:31,128798.46217502242,106251.81021998484,67464.20936487139
2026-03-08 14:06:01,178167.71835453948,90044.82604048135,60572.87679735181
2026-03-08 14:06:31,95874.27586206897,94998.86206896552,49545.1724137931
2026-03-08 14:07:01,51568.17711566315,86783.08848886129,44174.39133733361
2026-03-08 14:07:31,67680.14896038067,41813.902968863134,31430.571359608286
2026-03-08 14:08:01,68067.03448275862,41988.8275862069,29201.41379310345
2026-03-08 14:08:31,29230.620689655167,41986.55172413792,29041.551724137924
2026-03-08 14:09:01,20581.945450156887,31068.89417606289,22553.63608151443
2026-03-08 14:09:31,57621.999999999985,40177.89655172413,12233.827586206893
2026-03-08 14:10:01,175884.09545485897,270026.4501000069,90647.32050486241
2026-03-08 14:10:31,106536.89655172412,110759.72413793101,40870.55172413792
2026-03-08 14:11:01,71826.0809599338,84951.55506516792,41766.01613681815
2026-03-08 14:11:31,75639.51042923634,81290.63954490605,41577.76245474918
2026-03-08 14:12:01,130111.96551724138,131790.06896551725,47778.06896551724
2026-03-08 14:12:31,82215.68492205822,58003.069388881224,40088.874327493446
2026-03-08 14:13:01,66481.86206896552,64418.379310344826,26433.931034482757
2026-03-08 14:13:31,48218.31034482759,48922.620689655174,20244.241379310344
2026-03-08 14:14:01,56514.17339126836,71062.96985999035,25891.19939306159
2026-03-08 14:14:31,33856.137931034486,50265.793103448275,37495.48275862069
2026-03-08 14:15:01,39036.10344827586,78330.13793103448,34151.75862068965
2026-03-08 14:15:31,72226.31034482758,73330.93103448275,37508.06896551724
2026-03-08 14:16:01,114043,68019.93103448275,31079.724137931033
2026-03-08 14:16:31,92738.42281300646,112626.70252749906,37701.49305196373
2026-03-08 14:17:01,40420.56429359823,80005.27731788078,34145.86782560706
2026-03-08 14:17:31,54746.879525549964,65892.42121233018,23926.763671470933
2026-03-08 14:18:01,122111.6551724138,77940.31034482758,40328.862068965514
2026-03-08 14:18:31,28479.03448275862,41893.8275862069,26154.827586206895
2026-03-08 14:19:01,84119.20689655172,51971.793103448275,52021.48275862069
2026-03-08 14:19:31,143300.0586186683,163017.93041619254,93783.90400331022
2026-03-08 14:20:01,99435.38822231416,130819.57661012273,62512.136257067985
2026-03-08 14:20:31,56579.920011032955,39352.57205902634,16786.82250724038
2026-03-08 14:21:01,75080.6718631441,42273.74629233635,37557.4601641719
2026-03-08 14:21:31,75028.82162311245,68093.98055574708,33422.291939598705
2026-03-08 14:22:01,30175.858265545296,44421.273955604585,30072.797463118713
2026-03-08 14:22:31,99430.86683676988,46430.90131715054,15717.916005792704
2026-03-08 14:23:01,26258.266956311847,43934.3815730492,26272.47336298748
2026-03-08 14:23:31,19024.687952554996,30030.549617267774,18875.732708089097
2026-03-08 14:24:01,95407.70874991381,60974.41908570641,25766.531062538787
2026-03-08 14:24:31,35418.53729181752,38832.3850901693,15784.007448019032
2026-03-08 14:25:01,26567.25630150684,46739.59518637288,22549.325885314298
2026-03-08 14:25:31,75163.86771957652,71897.82406289871,29999.79309631366
2026-03-08 14:26:01,26224.63618180564,66808.71094558245,30387.92330505552
2026-03-08 14:26:31,81377.43526085306,63146.58115237405,32640.94341574428
2026-03-08 14:27:01,73512.4827586207,73075.93103448275,36271.65517241379
2026-03-08 14:27:31,62116.32237817705,57557.95427113149,25080.111735696795
2026-03-08 14:28:01,116834.1724137931,118501.6551724138,49423.620689655174
2026-03-08 14:28:31,49798.21385469466,76454.94982931622,39436.60563428847
2026-03-08 14:29:01,96617.02641197159,80428.31528860079,51616.88849044894
2026-03-08 14:29:31,70191.58620689655,60366.379310344826,29226.41379310345
2026-03-08 14:30:01,72491.44886559548,54323.59837252604,28513.619750362046
2026-03-08 14:30:31,26286.0935829799,58157.96007034241,36217.371814765014
2026-03-08 14:31:01,49000.99993103924,81656.26508516654,41118.95731328874
2026-03-08 14:31:31,105858.89168592019,63332.045932618355,31743.43942894582
2026-03-08 14:32:01,84679.59725526707,54097.169063135756,39785.80048963829
2026-03-08 14:32:31,60959.242784731556,61488.05213613323,31398.193165752902
2026-03-08 14:33:01,76935.34259802061,94013.89703093209,40140.79795855029
2026-03-08 14:33:31,41556.32564394331,73889.17623530222,42000.44826040481
2026-03-08 14:34:01,59317.51724137931,52197.1724137931,21932.103448275862
2026-03-08 14:34:31,57851.93614013309,35416.81321333747,26376.02151649943
2026-03-08 14:35:01,20018.85686707115,47950.73772752344,21473.765857694427
2026-03-08 14:35:31,99536.93103448275,42469.1724137931,22044.724137931033
2026-03-08 14:36:01,46155.005345011894,56367.4609469292,23472.981826959545
2026-03-08 14:36:31,43388.7720266216,71222.14559122728,43518.08683058036
2026-03-08 14:37:01,74130.85755663597,76878.7628012827,29203.268852798177
2026-03-08 14:37:31,33837.040102065446,50836.971138926245,34472.91472707838
2026-03-08 14:38:01,58807,52288.96551724138,21666.344827586207
2026-03-08 14:38:31,96061.86420221385,71768.85409841717,24753.370805889856
2026-03-08 14:39:01,67615.28644845307,114414.5483392543,49764.52936915807
2026-03-08 14:39:31,52832.390869595205,103547.47948417351,55238.19046962279
2026-03-08 14:40:01,13214.371918209716,12944.79500706872,13027.895589807247
2026-03-08 14:40:31,57037.62198696506,33344.011862478015,9955.308803751852
2026-03-08 14:41:01,32246.310344827587,37705.65517241379,22505.48275862069
2026-03-08 14:41:31,103014.20493725003,96412.5637843056,34068.88705006206
2026-03-08 14:42:01,35096.748612212534,75739.37178912527,39632.624211288494
2026-03-08 14:42:31,55188.419849707374,42765.62662326419,32522.94213387817
2026-03-08 14:43:01,65706.71171015891,45583.198317763454,26696.23220379882
2026-03-08 14:43:31,55423.03448275862,50554.75862068965,19680.931034482757
2026-03-08 14:44:01,28538.689655172413,38870.75862068965,30365.103448275862
