Time,Series_A
2026-02-23 18:39:53,0.06689306520185895
2026-02-23 18:40:23,0.06689779242994018
2026-02-23 18:40:53,0.06690584285895886
2026-02-23 18:41:23,0.06691576195719767
2026-02-23 18:41:53,0.06694179201438855
2026-02-23 18:42:23,0.06695285251598887
2026-02-23 18:42:53,0.06697212506124312
2026-02-23 18:43:23,0.06698125628813506
2026-02-23 18:43:53,0.06699164002845023
2026-02-23 18:44:23,0.06700405405262082
2026-02-23 18:44:53,0.06702063975456393
2026-02-23 18:45:23,0.06702921543114719
2026-02-23 18:45:53,0.06704262944587341
2026-02-23 18:46:23,0.06705777071701394
2026-02-23 18:46:53,0.06708968960747694
2026-02-23 18:47:23,0.06711865903084653
2026-02-23 18:47:53,0.06713938610781807
2026-02-23 18:48:23,0.06715755765336964
2026-02-23 18:48:53,0.06717420396080098
2026-02-23 18:49:23,0.06716579999976768
2026-02-23 18:49:53,0.06719298156123475
2026-02-23 18:50:23,0.06720477942960841
2026-02-23 18:50:53,0.06721874899464333
2026-02-23 18:51:23,0.06722876910202918
2026-02-23 18:51:53,0.06723631448531268
2026-02-23 18:52:23,0.06724054676857345
2026-02-23 18:52:53,0.06725021334394468
2026-02-23 18:53:23,0.06725439512263193
2026-02-23 18:53:53,0.06726086980895686
2026-02-23 18:54:23,0.06721889040744919
2026-02-23 18:54:53,0.0672256176166417
2026-02-23 18:55:23,0.0676899970692196
2026-02-23 18:55:53,0.06770661307390682
2026-02-23 18:56:23,0.06771063323795881
2026-02-23 18:56:53,0.06771708772245434
2026-02-23 18:57:23,0.06772076445540641
2026-02-23 18:57:53,0.06773266333292711
2026-02-23 18:58:23,0.06773840065247869
2026-02-23 18:58:53,0.06774736016382067
2026-02-23 18:59:23,0.06773466331403839
2026-02-23 18:59:53,0.06775306718062814
2026-02-23 19:00:23,0.06776507716821058
2026-02-23 19:00:53,0.06777467303717889
2026-02-23 19:01:23,0.06778062247593925
2026-02-23 19:01:53,0.06779261226169228
2026-02-23 19:02:23,0.06779715767330885
2026-02-23 19:02:53,0.06780518790049811
2026-02-23 19:03:23,0.06781537972343392
2026-02-23 19:03:53,0.06783916737756063
2026-02-23 19:04:23,0.06783121795768898
2026-02-23 19:04:53,0.0678417027071512
2026-02-23 19:05:23,0.06785140968618125
2026-02-23 19:05:53,0.0678608641423437
2026-02-23 19:06:23,0.06786746003964508
2026-02-23 19:06:53,0.06788063163241842
2026-02-23 19:07:23,0.06788611642910242
2026-02-23 19:07:53,0.06790978287225267
2026-02-23 19:08:23,0.0679206110528148
2026-02-23 19:08:53,0.06793532808553777
2026-02-23 19:09:23,0.06792123730952641
2026-02-23 19:09:53,0.06793581292944355
2026-02-23 19:10:23,0.06794604515603818
2026-02-23 19:10:53,0.06796197429852556
2026-02-23 19:11:23,0.06797431761629322
2026-02-23 19:11:53,0.06799691336248491
2026-02-23 19:12:23,0.06800600418571805
2026-02-23 19:12:53,0.06803422614139958
2026-02-23 19:13:23,0.06805299364091864
2026-02-23 19:13:53,0.06807220558068466
2026-02-23 19:14:23,0.06806789249010628
2026-02-23 19:14:53,0.06808588221919318
2026-02-23 19:15:23,0.06809836694976669
2026-02-23 19:15:53,0.06812982119815333
2026-02-23 19:16:23,0.06814444732264398
2026-02-23 19:16:53,0.06816790164658545
2026-02-23 19:17:23,0.06818291160583484
2026-02-23 19:17:53,0.06820866893832872
2026-02-23 19:18:23,0.06824336558033517
2026-02-23 19:18:53,0.0682744763976219
2026-02-23 19:19:23,0.06826157752954555
2026-02-23 19:19:53,0.06829881960205729
2026-02-23 19:20:23,0.06832684964035945
2026-02-23 19:20:53,0.06835561704543497
2026-02-23 19:21:23,0.06838186932274933
2026-02-23 19:21:53,0.06841972755105798
2026-02-23 19:22:23,0.06844738385551612
2026-02-23 19:22:53,0.0684934642283934
2026-02-23 19:23:23,0.0685357971619157
2026-02-23 19:23:53,0.06858304924089859
2026-02-23 19:24:23,0.06857285741796278
2026-02-23 19:24:53,0.0686207963591455
2026-02-23 19:25:23,0.06867472514274739
2026-02-23 19:25:53,0.06873319933796584
2026-02-23 19:26:23,0.06878329987489512
2026-02-23 19:26:53,0.06883539029202097
2026-02-23 19:27:23,0.06887912725268706
2026-02-23 19:27:53,0.06889498568877153
2026-02-23 19:28:23,0.06890344015437834
2026-02-23 19:28:53,0.06891305622517606
2026-02-23 19:29:23,0.06881956215868062
2026-02-23 19:29:53,0.06884784471985038
2026-02-23 19:30:23,0.06885644059826304
2026-02-23 19:30:53,0.06886840008127196
2026-02-23 19:31:23,0.06888546052620614
2026-02-23 19:31:53,0.06890016745801442
2026-02-23 19:32:23,0.06890731890562447
2026-02-23 19:32:53,0.06892268239688848
2026-02-23 19:33:23,0.0689302984865749
2026-02-23 19:33:53,0.06895544976418658
2026-02-23 19:34:23,0.06887236974075042
2026-02-23 19:34:53,0.06888616759023539
2026-02-23 19:35:23,0.06890702597909808
2026-02-23 19:35:53,0.0689233490572589
2026-02-23 19:36:23,0.068934348953371
2026-02-23 19:36:53,0.06870823997773354
2026-02-23 19:37:23,0.06872014895616894
